Timestamp,Function,Input,Execution Time (s),CPU Usage (%),CPU Frequency (GHz),Number of Logical Cores,Number of Physical Cores,Memory Usage (MB),Memory Usage (%),Memory Available (MB),Host Total Memory (MB)
2025-06-24 13:12:42,YOLOv8,input.jpg,92.88,24.71,1.22,4,4,882.26,22.26,3081.68,3963.94
2025-06-24 13:14:19,YOLOv8,input.jpg,94.15,24.94,1.22,4,4,973.68,24.56,2990.26,3963.94
2025-06-24 13:16:07,YOLOv8,input.jpg,95.38,24.74,1.22,4,4,952.47,24.03,3011.46,3963.94
2025-06-24 14:42:42,YOLOv8,input1.jpg,80.43,24.8,1.22,4,4,980.45,24.73,2983.48,3963.94
2025-06-24 14:44:07,YOLOv8,input1.jpg,82.28,24.72,1.22,4,4,886.64,22.37,3077.3,3963.94
2025-06-24 14:45:26,YOLOv8,input1.jpg,78.22,24.81,1.22,4,4,832.41,21.0,3131.52,3963.94
2025-06-24 14:46:46,YOLOv8,input1.jpg,78.46,24.8,1.22,4,4,936.62,23.63,3027.31,3963.94
2025-06-24 14:48:06,YOLOv8,input1.jpg,78.48,24.79,1.22,4,4,1063.86,26.84,2900.08,3963.94
2025-06-24 14:49:27,YOLOv8,input1.jpg,80.28,24.76,1.22,4,4,899.93,22.7,3064.01,3963.94
2025-06-24 14:50:54,YOLOv8,input1.jpg,85.05,24.74,1.22,4,4,851.47,21.48,3112.46,3963.94
2025-06-24 14:52:15,YOLOv8,input1.jpg,79.81,24.69,1.22,4,4,818.87,20.66,3145.07,3963.94
2025-06-24 14:53:35,YOLOv8,input1.jpg,78.07,24.81,1.22,4,4,800.39,20.19,3163.55,3963.94
2025-06-24 14:54:55,YOLOv8,input1.jpg,78.57,24.8,1.22,4,4,1043.62,26.33,2920.32,3963.94
2025-06-24 14:56:17,YOLOv8,input2.jpg,81.72,24.82,1.22,4,4,1032.34,26.04,2931.6,3963.94
2025-06-24 14:57:39,YOLOv8,input2.jpg,80.61,25.07,1.22,4,4,883.47,22.29,3080.47,3963.94
2025-06-24 14:59:01,YOLOv8,input2.jpg,80.66,25.05,1.22,4,4,1042.33,26.3,2921.61,3963.94
2025-06-24 15:00:22,YOLOv8,input2.jpg,80.68,24.73,1.22,4,4,953.66,24.06,3010.28,3963.94
2025-06-24 15:01:54,YOLOv8,input2.jpg,82.35,24.73,1.22,4,4,783.56,19.77,3180.38,3963.94
2025-06-24 15:03:18,YOLOv8,input2.jpg,81.18,24.51,1.22,4,4,884.66,22.32,3079.27,3963.94
2025-06-24 15:04:41,YOLOv8,input2.jpg,81.77,24.75,1.22,4,4,919.64,23.2,3044.29,3963.94
2025-06-24 15:06:04,YOLOv8,input2.jpg,80.45,24.75,1.22,4,4,874.49,22.06,3089.45,3963.94
2025-06-24 15:07:28,YOLOv8,input2.jpg,81.94,24.85,1.22,4,4,348.12,8.78,3615.81,3963.94
2025-06-24 15:08:50,YOLOv8,input2.jpg,81.6,24.74,1.33,4,4,990.11,24.98,2973.83,3963.94
