Timestamp,Function,Input,Execution Time (s),CPU Usage (%),CPU Frequency (GHz),Number of Logical Cores,Number of Physical Cores,Memory Usage (MB),Memory Usage (%),Memory Available (MB),Host Total Memory (MB)
24/06/2025 16:15,IsPrime,29937646239629496719,0.3,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:15,Fibonacci,20000,11.54,19.14,1.43,4,4,85.41,2.15,3878.53,3963.94
24/06/2025 16:19,YOLOv8,input2.jpg,239.96,9.16,1.48,4,4,324.4,8.18,3639.54,3963.94
24/06/2025 16:19,YOLOv8,input1.jpg,268.36,8.77,1.48,4,4,494.1,12.46,3469.84,3963.94
24/06/2025 16:20,YOLOv8,input1.jpg,300.05,1.43,1.48,4,4,324.74,8.19,3639.2,3963.94
24/06/2025 16:20,YOLOv8,input2.jpg,299.62,2.27,1.48,4,4,356.12,8.98,3607.82,3963.94
24/06/2025 16:20,YOLOv8,input.jpg,314.76,23.78,1.48,4,4,425.31,10.73,3538.62,3963.94
24/06/2025 16:20,YOLOv8,input.jpg,317.12,25.11,1.22,4,4,744.82,18.79,3219.11,3963.94
24/06/2025 16:20,Hello,,0.83,0,1.48,4,4,5.77,0.15,3958.17,3963.94
24/06/2025 16:20,IsPrime,29937646239629496719,0.29,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:21,Fibonacci,20000,11.17,10.29,1.22,4,4,85.28,2.15,3878.66,3963.94
24/06/2025 16:24,YOLOv8,input1.jpg,239.75,10.36,1.48,4,4,295.3,7.45,3668.64,3963.94
24/06/2025 16:26,YOLOv8,input2.jpg,289.1,11.82,1.48,4,4,305.11,7.7,3658.83,3963.94
24/06/2025 16:26,YOLOv8,input1.jpg,315.6,0.25,1.22,4,4,621.25,15.67,3342.69,3963.94
24/06/2025 16:26,YOLOv8,input2.jpg,316.08,0.25,1.22,4,4,354.96,8.95,3608.98,3963.94
24/06/2025 16:26,YOLOv8,input.jpg,323.71,23.5,1.22,4,4,705.23,17.79,3258.71,3963.94
24/06/2025 16:26,YOLOv8,input.jpg,326.11,24.52,1.22,4,4,768.31,19.38,3195.62,3963.94
24/06/2025 16:26,IsPrime,29937646239629496719,5.16,0.09,1.48,4,4,4.16,0.1,3959.78,3963.94
24/06/2025 16:26,Hello,,0.23,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:26,Fibonacci,20000,10.93,14.42,1.33,4,4,85.11,2.15,3878.83,3963.94
24/06/2025 16:31,YOLOv8,input.jpg,297.4,6.87,1.48,4,4,208.79,5.27,3755.15,3963.94
24/06/2025 16:31,YOLOv8,input1.jpg,307.07,5.31,1.48,4,4,250.18,6.31,3713.76,3963.94
24/06/2025 16:32,YOLOv8,input2.jpg,336.78,8.83,1.48,4,4,249.84,6.3,3714.1,3963.94
24/06/2025 16:32,YOLOv8,input1.jpg,333.45,9.97,1.48,4,4,206.32,5.21,3757.61,3963.94
24/06/2025 16:33,YOLOv8,input2.jpg,364.49,14.86,1.22,4,4,581.21,14.66,3382.73,3963.94
