Timestamp,Function,Input,Execution Time (s),CPU Usage (%),CPU Frequency (GHz),Number of Logical Cores,Number of Physical Cores,Memory Usage (MB),Memory Usage (%),Memory Available (MB),Host Total Memory (MB)
2025-06-24 06:59:26,IsPrime,29937646239629496719,0.39,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 06:59:26,Hello,,0.48,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 06:59:31,Fibonacci,20000,5.8,21.87,2.79,4,4,402.33,10.41,3461.01,3863.34
2025-06-24 07:00:00,YOLOv8,input1.jpg,34.97,13.94,2.79,4,4,362.31,9.38,3501.03,3863.34
2025-06-24 07:00:00,YOLOv8,input2.jpg,34.7,12.36,2.79,4,4,259.25,6.71,3604.09,3863.34
2025-06-24 07:00:04,YOLOv8,input2.jpg,38.37,6.4,2.79,4,4,374.52,9.69,3488.82,3863.34
2025-06-24 07:00:04,YOLOv8,input1.jpg,38.75,5.11,2.79,4,4,695.48,18.0,3167.86,3863.34
2025-06-24 07:00:09,YOLOv8,input.jpg,43.73,35.68,2.79,4,4,990.85,25.65,2872.49,3863.34
2025-06-24 07:00:14,YOLOv8,input.jpg,48.5,24.84,2.79,4,4,798.27,20.66,3065.07,3863.34
2025-06-24 07:00:16,Hello,,0.44,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:00:16,IsPrime,29937646239629496719,0.48,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:00:20,Fibonacci,20000,4.89,16.06,2.79,4,4,405.38,10.49,3457.96,3863.34
2025-06-24 07:00:55,YOLOv8,input.jpg,38.74,9.97,2.79,4,4,282.95,7.32,3580.39,3863.34
2025-06-24 07:00:55,YOLOv8,input1.jpg,38.7,9.06,2.79,4,4,259.22,6.71,3604.12,3863.34
2025-06-24 07:00:55,YOLOv8,input2.jpg,39.53,0.24,2.79,4,4,416.89,10.79,3446.45,3863.34
2025-06-24 07:00:55,YOLOv8,input2.jpg,38.66,10.21,2.79,4,4,300.89,7.79,3562.45,3863.34
2025-06-24 07:00:59,YOLOv8,input.jpg,43.97,46.39,2.79,4,4,1062.32,27.5,2801.02,3863.34
2025-06-24 07:01:04,YOLOv8,input1.jpg,48.18,31.44,2.79,4,4,335.08,8.67,3528.26,3863.34
2025-06-24 07:01:06,Hello,,0.8,0.0,2.79,4,4,1.16,0.03,3862.18,3863.34
2025-06-24 07:01:06,IsPrime,29937646239629496719,0.94,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:01:11,Fibonacci,20000,5.95,15.25,2.79,4,4,366.68,9.49,3496.66,3863.34
2025-06-24 07:01:45,YOLOv8,input2.jpg,38.62,11.53,2.79,4,4,259.25,6.71,3604.09,3863.34
2025-06-24 07:01:46,YOLOv8,input.jpg,39.4,16.13,2.79,4,4,369.57,9.57,3493.77,3863.34
2025-06-24 07:01:46,YOLOv8,input2.jpg,39.36,14.95,2.79,4,4,377.17,9.76,3486.17,3863.34
2025-06-24 07:01:51,YOLOv8,input1.jpg,45.85,2.98,2.79,4,4,433.34,11.22,3430.0,3863.34
2025-06-24 07:01:53,YOLOv8,input.jpg,47.27,31.03,2.79,4,4,932.25,24.13,2931.09,3863.34
2025-06-24 07:01:54,YOLOv8,input1.jpg,48.19,32.36,2.79,4,4,691.87,17.91,3171.47,3863.34
2025-06-24 07:01:57,Hello,,1.29,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:01:57,IsPrime,29937646239629496719,0.8,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:02:01,Fibonacci,20000,5.25,15.63,2.79,4,4,365.04,9.45,3498.3,3863.34
2025-06-24 07:02:31,YOLOv8,input1.jpg,34.04,16.05,2.79,4,4,253.62,6.56,3609.72,3863.34
2025-06-24 07:02:33,YOLOv8,input2.jpg,36.59,5.66,2.79,4,4,401.36,10.39,3461.98,3863.34
2025-06-24 07:02:33,YOLOv8,input2.jpg,36.83,16.95,2.79,4,4,805.97,20.86,3057.37,3863.34
2025-06-24 07:02:33,YOLOv8,input.jpg,36.58,17.98,2.79,4,4,248.79,6.44,3614.55,3863.34
2025-06-24 07:02:36,YOLOv8,input.jpg,39.53,24.95,2.79,4,4,748.58,19.38,3114.76,3863.34
2025-06-24 07:02:38,YOLOv8,input1.jpg,41.55,32.46,2.79,4,4,851.25,22.03,3012.09,3863.34
2025-06-24 07:02:40,IsPrime,29937646239629496719,1.45,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:02:40,Hello,,0.99,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:02:45,Fibonacci,20000,5.71,14.64,2.79,4,4,366.7,9.49,3496.64,3863.34
2025-06-24 07:03:15,YOLOv8,input.jpg,35.3,3.96,2.79,4,4,266.29,6.89,3597.05,3863.34
2025-06-24 07:03:15,YOLOv8,input.jpg,35.53,3.52,2.79,4,4,361.5,9.36,3501.84,3863.34
2025-06-24 07:03:19,YOLOv8,input1.jpg,38.91,21.51,2.79,4,4,360.89,9.34,3502.45,3863.34
2025-06-24 07:03:19,YOLOv8,input2.jpg,39.07,21.56,2.79,4,4,386.44,10.0,3476.9,3863.34
2025-06-24 07:03:27,YOLOv8,input1.jpg,47.0,36.11,2.79,4,4,286.4,7.41,3576.94,3863.34
2025-06-24 07:03:29,YOLOv8,input2.jpg,49.88,57.08,2.79,4,4,1180.91,30.57,2682.43,3863.34
2025-06-24 07:03:33,Hello,,1.3,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:03:34,IsPrime,29937646239629496719,1.67,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:03:37,Fibonacci,20000,5.06,14.06,2.79,4,4,404.68,10.47,3458.66,3863.34
2025-06-24 07:04:17,YOLOv8,input2.jpg,44.95,16.81,2.79,4,4,247.67,6.41,3615.67,3863.34
2025-06-24 07:04:17,YOLOv8,input1.jpg,45.96,16.48,2.79,4,4,375.4,9.72,3487.94,3863.34
2025-06-24 07:04:18,YOLOv8,input2.jpg,46.33,11.54,2.79,4,4,368.95,9.55,3494.39,3863.34
2025-06-24 07:04:18,YOLOv8,input1.jpg,46.23,3.68,2.79,4,4,260.21,6.74,3603.13,3863.34
2025-06-24 07:04:21,YOLOv8,input.jpg,50.4,31.6,2.79,4,4,970.25,25.11,2893.09,3863.34
2025-06-24 07:04:22,YOLOv8,input.jpg,50.13,31.29,2.79,4,4,879.52,22.77,2983.82,3863.34
2025-06-24 07:04:25,IsPrime,29937646239629496719,1.26,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:04:25,Hello,,1.25,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:04:28,Fibonacci,20000,4.95,15.47,2.79,4,4,405.72,10.5,3457.62,3863.34
2025-06-24 07:05:08,YOLOv8,input2.jpg,44.19,17.9,2.79,4,4,265.05,6.86,3598.29,3863.34
2025-06-24 07:05:08,YOLOv8,input2.jpg,44.45,19.32,2.79,4,4,354.84,9.18,3508.5,3863.34
2025-06-24 07:05:08,YOLOv8,input.jpg,44.33,17.92,2.79,4,4,350.35,9.07,3512.99,3863.34
2025-06-24 07:05:14,YOLOv8,input1.jpg,49.91,6.26,2.79,4,4,823.01,21.3,3040.33,3863.34
2025-06-24 07:05:15,YOLOv8,input1.jpg,51.43,36.79,2.79,4,4,1030.53,26.67,2832.81,3863.34
2025-06-24 07:05:20,YOLOv8,input.jpg,56.59,59.24,2.79,4,4,1110.14,28.74,2753.2,3863.34
2025-06-24 07:05:23,IsPrime,29937646239629496719,0.88,0.0,2.79,4,4,2.15,0.06,3861.19,3863.34
2025-06-24 07:05:24,Hello,,0.71,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:05:26,Fibonacci,20000,4.47,13.03,2.79,4,4,397.05,10.28,3466.29,3863.34
2025-06-24 07:06:05,YOLOv8,input1.jpg,42.27,7.51,2.79,4,4,369.16,9.56,3494.18,3863.34
2025-06-24 07:06:05,YOLOv8,input2.jpg,42.26,6.97,2.79,4,4,360.77,9.34,3502.57,3863.34
2025-06-24 07:06:15,YOLOv8,input1.jpg,52.28,4.09,2.79,4,4,672.08,17.4,3191.26,3863.34
2025-06-24 07:06:15,YOLOv8,input2.jpg,52.23,3.41,2.79,4,4,644.01,16.67,3219.33,3863.34
2025-06-24 07:06:21,YOLOv8,input.jpg,58.4,36.59,2.79,4,4,1076.77,27.87,2786.57,3863.34
2025-06-24 07:06:21,YOLOv8,input.jpg,58.99,45.33,2.79,4,4,1015.41,26.28,2847.93,3863.34
2025-06-24 07:06:24,Hello,,1.12,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:06:25,IsPrime,29937646239629496719,1.9,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:06:27,Fibonacci,20000,4.32,22.66,2.79,4,4,390.34,10.1,3473.0,3863.34
2025-06-24 07:06:49,YOLOv8,input.jpg,26.61,15.07,2.79,4,4,633.86,16.41,3229.48,3863.34
2025-06-24 07:06:54,YOLOv8,input2.jpg,31.63,13.58,2.79,4,4,414.85,10.74,3448.49,3863.34
2025-06-24 07:07:07,YOLOv8,input2.jpg,45.34,4.51,2.79,4,4,694.2,17.97,3169.14,3863.34
2025-06-24 07:07:11,YOLOv8,input1.jpg,48.51,8.44,2.79,4,4,657.37,17.02,3205.97,3863.34
2025-06-24 07:07:11,YOLOv8,input.jpg,48.45,9.75,2.79,4,4,832.39,21.55,3030.95,3863.34
2025-06-24 07:07:14,YOLOv8,input1.jpg,51.8,49.27,2.79,4,4,1072.9,27.77,2790.44,3863.34
2025-06-24 07:07:17,IsPrime,29937646239629496719,0.67,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:07:17,Hello,,0.88,0.0,2.79,4,4,0.0,0.0,0.0,3863.34
2025-06-24 07:07:21,Fibonacci,20000,5.17,15.58,2.79,4,4,387.97,10.04,3475.37,3863.34
2025-06-24 07:07:58,YOLOv8,input2.jpg,41.41,20.16,2.79,4,4,279.43,7.23,3583.91,3863.34
2025-06-24 07:07:58,YOLOv8,input1.jpg,41.37,20.98,2.79,4,4,265.75,6.88,3597.59,3863.34
2025-06-24 07:07:58,YOLOv8,input.jpg,41.38,19.46,2.79,4,4,271.87,7.04,3591.47,3863.34
2025-06-24 07:08:08,YOLOv8,input2.jpg,52.04,43.72,2.79,4,4,923.55,23.91,2939.79,3863.34
2025-06-24 07:08:13,YOLOv8,input1.jpg,56.85,42.5,2.79,4,4,1117.71,28.93,2745.63,3863.34
2025-06-24 07:08:16,YOLOv8,input.jpg,59.59,39.19,2.79,4,4,1154.43,29.88,2708.91,3863.34
